record_id,document_type,image_filename,doc_date,organization_or_store,category,total_amount,payment_method,respondent_dept,satisfaction_score,usability_score,speed_score,handwritten_note,has_noise,is_low_resolution,expected_ocr_text,required_ocr_fields
S-0073,survey,data/input_images/surveys/survey_073_S-0073.jpg,2026-06-08,,만족도설문,,,마케팅팀,4,3,2,대시보드가 보기 쉬움,False,False,응답일 2026-06-08; 부서 마케팅팀; 전체만족도 4; 사용편의성 3; 응답속도 2; 추천의향 3; 수기의견 대시보드가 보기 쉬움,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0014,survey,data/input_images/surveys/survey_014_S-0014.jpg,2026-04-24,,만족도설문,,,데이터팀,5,2,3,OCR 결과 확인 필요,False,False,응답일 2026-04-24; 부서 데이터팀; 전체만족도 5; 사용편의성 2; 응답속도 3; 추천의향 2; 수기의견 OCR 결과 확인 필요,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0048,survey,data/input_images/surveys/survey_048_S-0048.jpg,2026-06-26,,만족도설문,,,기획팀,5,5,1,입력 절차가 간단함,False,False,응답일 2026-06-26; 부서 기획팀; 전체만족도 5; 사용편의성 5; 응답속도 1; 추천의향 5; 수기의견 입력 절차가 간단함,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0085,receipt,data/input_images/receipts/receipt_085_R-0085.jpg,2026-07-01,스마트오피스,클라우드서비스,219450,법인카드,,,,,실습 준비용,False,False,상호명 스마트오피스; 일자 2026-07-01; 합계금액 219450; 수기메모 실습 준비용,"상호명, 일자, 합계금액, 수기메모"
R-0001,receipt,data/input_images/receipts/receipt_001_R-0001.jpg,2026-05-10,모두카페,교육운영,114950,법인카드,,,,,현장 실습비,True,True,상호명 모두카페; 일자 2026-05-10; 합계금액 114950; 수기메모 현장 실습비,"상호명, 일자, 합계금액, 수기메모"
R-0096,receipt,data/input_images/receipts/receipt_096_R-0096.jpg,2026-04-14,테크문구,교육운영,137500,개인카드,,,,,OCR 테스트용,False,False,상호명 테크문구; 일자 2026-04-14; 합계금액 137500; 수기메모 OCR 테스트용,"상호명, 일자, 합계금액, 수기메모"
R-0100,receipt,data/input_images/receipts/receipt_100_R-0100.jpg,2026-04-20,클라우드문구,도서자료,83050,개인카드,,,,,운영비 처리,True,False,상호명 클라우드문구; 일자 2026-04-20; 합계금액 83050; 수기메모 운영비 처리,"상호명, 일자, 합계금액, 수기메모"
S-0077,survey,data/input_images/surveys/survey_077_S-0077.jpg,2026-05-08,,만족도설문,,,운영팀,4,5,1,메뉴 구성이 좋음,False,False,응답일 2026-05-08; 부서 운영팀; 전체만족도 4; 사용편의성 5; 응답속도 1; 추천의향 2; 수기의견 메뉴 구성이 좋음,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0079,survey,data/input_images/surveys/survey_079_S-0079.jpg,2026-06-28,,만족도설문,,,교육팀,2,3,3,차트 설명이 필요함,False,False,응답일 2026-06-28; 부서 교육팀; 전체만족도 2; 사용편의성 3; 응답속도 3; 추천의향 4; 수기의견 차트 설명이 필요함,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0047,receipt,data/input_images/receipts/receipt_047_R-0047.jpg,2026-06-03,데이터랩서점,클라우드서비스,73150,현금,,,,,교육자료 준비,True,False,상호명 데이터랩서점; 일자 2026-06-03; 합계금액 73150; 수기메모 교육자료 준비,"상호명, 일자, 합계금액, 수기메모"
R-0009,receipt,data/input_images/receipts/receipt_009_R-0009.jpg,2026-03-04,데이터랩서점,회의비,180950,개인카드,,,,,대시보드 검토,False,False,상호명 데이터랩서점; 일자 2026-03-04; 합계금액 180950; 수기메모 대시보드 검토,"상호명, 일자, 합계금액, 수기메모"
R-0038,receipt,data/input_images/receipts/receipt_038_R-0038.jpg,2026-04-01,데이터랩서점,회의비,123750,법인카드,,,,,프로젝트 자료,False,False,상호명 데이터랩서점; 일자 2026-04-01; 합계금액 123750; 수기메모 프로젝트 자료,"상호명, 일자, 합계금액, 수기메모"
S-0035,survey,data/input_images/surveys/survey_035_S-0035.jpg,2026-05-06,,만족도설문,,,운영팀,2,5,1,차트 설명이 필요함,False,False,응답일 2026-05-06; 부서 운영팀; 전체만족도 2; 사용편의성 5; 응답속도 1; 추천의향 2; 수기의견 차트 설명이 필요함,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0076,receipt,data/input_images/receipts/receipt_076_R-0076.jpg,2026-04-15,업무자동화카페,회의비,122100,현금,,,,,교육자료 준비,False,False,상호명 업무자동화카페; 일자 2026-04-15; 합계금액 122100; 수기메모 교육자료 준비,"상호명, 일자, 합계금액, 수기메모"
S-0075,survey,data/input_images/surveys/survey_075_S-0075.jpg,2026-05-12,,만족도설문,,,운영팀,5,2,3,대시보드가 보기 쉬움,False,False,응답일 2026-05-12; 부서 운영팀; 전체만족도 5; 사용편의성 2; 응답속도 3; 추천의향 5; 수기의견 대시보드가 보기 쉬움,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0003,receipt,data/input_images/receipts/receipt_003_R-0003.jpg,2026-04-28,클라우드문구,교육운영,43450,계좌이체,,,,,교육자료 준비,False,False,상호명 클라우드문구; 일자 2026-04-28; 합계금액 43450; 수기메모 교육자료 준비,"상호명, 일자, 합계금액, 수기메모"
S-0026,survey,data/input_images/surveys/survey_026_S-0026.jpg,2026-03-27,,만족도설문,,,재무팀,4,5,1,모바일 화면 개선,False,False,응답일 2026-03-27; 부서 재무팀; 전체만족도 4; 사용편의성 5; 응답속도 1; 추천의향 4; 수기의견 모바일 화면 개선,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0074,receipt,data/input_images/receipts/receipt_074_R-0074.jpg,2026-04-02,테크문구,회의비,150150,현금,,,,,현장 실습비,True,False,상호명 테크문구; 일자 2026-04-02; 합계금액 150150; 수기메모 현장 실습비,"상호명, 일자, 합계금액, 수기메모"
R-0067,receipt,data/input_images/receipts/receipt_067_R-0067.jpg,2026-05-02,서울프린트,인쇄제본,145200,법인카드,,,,,대시보드 검토,False,False,상호명 서울프린트; 일자 2026-05-02; 합계금액 145200; 수기메모 대시보드 검토,"상호명, 일자, 합계금액, 수기메모"
R-0018,receipt,data/input_images/receipts/receipt_018_R-0018.jpg,2026-04-25,스마트오피스,클라우드서비스,183700,법인카드,,,,,현장 실습비,True,False,상호명 스마트오피스; 일자 2026-04-25; 합계금액 183700; 수기메모 현장 실습비,"상호명, 일자, 합계금액, 수기메모"
S-0081,survey,data/input_images/surveys/survey_081_S-0081.jpg,2026-06-26,,만족도설문,,,재무팀,4,3,4,속도 개선 필요,True,False,응답일 2026-06-26; 부서 재무팀; 전체만족도 4; 사용편의성 3; 응답속도 4; 추천의향 5; 수기의견 속도 개선 필요,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0061,survey,data/input_images/surveys/survey_061_S-0061.jpg,2026-04-07,,만족도설문,,,마케팅팀,5,5,4,속도 개선 필요,False,False,응답일 2026-04-07; 부서 마케팅팀; 전체만족도 5; 사용편의성 5; 응답속도 4; 추천의향 2; 수기의견 속도 개선 필요,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0046,receipt,data/input_images/receipts/receipt_046_R-0046.jpg,2026-05-13,디지털스캔샵,사무용품,162250,법인카드,,,,,OCR 테스트용,False,False,상호명 디지털스캔샵; 일자 2026-05-13; 합계금액 162250; 수기메모 OCR 테스트용,"상호명, 일자, 합계금액, 수기메모"
R-0030,receipt,data/input_images/receipts/receipt_030_R-0030.jpg,2026-06-25,디지털스캔샵,사무용품,194700,개인카드,,,,,대시보드 검토,False,False,상호명 디지털스캔샵; 일자 2026-06-25; 합계금액 194700; 수기메모 대시보드 검토,"상호명, 일자, 합계금액, 수기메모"
S-0093,survey,data/input_images/surveys/survey_093_S-0093.jpg,2026-04-29,,만족도설문,,,재무팀,3,2,3,이미지 업로드 편리,False,False,응답일 2026-04-29; 부서 재무팀; 전체만족도 3; 사용편의성 2; 응답속도 3; 추천의향 5; 수기의견 이미지 업로드 편리,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0016,survey,data/input_images/surveys/survey_016_S-0016.jpg,2026-04-07,,만족도설문,,,데이터팀,2,3,5,입력 절차가 간단함,False,False,응답일 2026-04-07; 부서 데이터팀; 전체만족도 2; 사용편의성 3; 응답속도 5; 추천의향 3; 수기의견 입력 절차가 간단함,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0005,survey,data/input_images/surveys/survey_005_S-0005.jpg,2026-05-19,,만족도설문,,,운영팀,3,5,5,속도 개선 필요,False,False,응답일 2026-05-19; 부서 운영팀; 전체만족도 3; 사용편의성 5; 응답속도 5; 추천의향 4; 수기의견 속도 개선 필요,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0012,receipt,data/input_images/receipts/receipt_012_R-0012.jpg,2026-03-17,디지털스캔샵,도서자료,147950,계좌이체,,,,,운영비 처리,False,False,상호명 디지털스캔샵; 일자 2026-03-17; 합계금액 147950; 수기메모 운영비 처리,"상호명, 일자, 합계금액, 수기메모"
S-0051,survey,data/input_images/surveys/survey_051_S-0051.jpg,2026-06-01,,만족도설문,,,교육팀,5,4,1,이미지 업로드 편리,False,True,응답일 2026-06-01; 부서 교육팀; 전체만족도 5; 사용편의성 4; 응답속도 1; 추천의향 5; 수기의견 이미지 업로드 편리,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0003,survey,data/input_images/surveys/survey_003_S-0003.jpg,2026-03-20,,만족도설문,,,마케팅팀,5,2,4,모바일 화면 개선,False,False,응답일 2026-03-20; 부서 마케팅팀; 전체만족도 5; 사용편의성 2; 응답속도 4; 추천의향 5; 수기의견 모바일 화면 개선,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0019,receipt,data/input_images/receipts/receipt_019_R-0019.jpg,2026-05-15,테크문구,회의비,38500,개인카드,,,,,팀 회의 사용,False,False,상호명 테크문구; 일자 2026-05-15; 합계금액 38500; 수기메모 팀 회의 사용,"상호명, 일자, 합계금액, 수기메모"
S-0028,survey,data/input_images/surveys/survey_028_S-0028.jpg,2026-05-21,,만족도설문,,,기획팀,3,2,2,입력 절차가 간단함,False,False,응답일 2026-05-21; 부서 기획팀; 전체만족도 3; 사용편의성 2; 응답속도 2; 추천의향 5; 수기의견 입력 절차가 간단함,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0025,receipt,data/input_images/receipts/receipt_025_R-0025.jpg,2026-05-03,AI세미나센터,교육운영,207350,현금,,,,,프로젝트 자료,False,False,상호명 AI세미나센터; 일자 2026-05-03; 합계금액 207350; 수기메모 프로젝트 자료,"상호명, 일자, 합계금액, 수기메모"
S-0069,survey,data/input_images/surveys/survey_069_S-0069.jpg,2026-05-26,,만족도설문,,,교육팀,4,4,2,메뉴 구성이 좋음,True,False,응답일 2026-05-26; 부서 교육팀; 전체만족도 4; 사용편의성 4; 응답속도 2; 추천의향 4; 수기의견 메뉴 구성이 좋음,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0063,survey,data/input_images/surveys/survey_063_S-0063.jpg,2026-04-10,,만족도설문,,,운영팀,5,4,4,차트 설명이 필요함,True,True,응답일 2026-04-10; 부서 운영팀; 전체만족도 5; 사용편의성 4; 응답속도 4; 추천의향 2; 수기의견 차트 설명이 필요함,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0101,survey,data/input_images/surveys/survey_101_S-0101.jpg,2026-05-28,,만족도설문,,,재무팀,5,2,5,이미지 업로드 편리,True,False,응답일 2026-05-28; 부서 재무팀; 전체만족도 5; 사용편의성 2; 응답속도 5; 추천의향 3; 수기의견 이미지 업로드 편리,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0104,receipt,data/input_images/receipts/receipt_104_R-0104.jpg,2026-04-16,스마트오피스,사무용품,271700,계좌이체,,,,,교육자료 준비,False,False,상호명 스마트오피스; 일자 2026-04-16; 합계금액 271700; 수기메모 교육자료 준비,"상호명, 일자, 합계금액, 수기메모"
S-0091,survey,data/input_images/surveys/survey_091_S-0091.jpg,2026-06-11,,만족도설문,,,마케팅팀,5,2,4,보고서 자동화 유용,False,False,응답일 2026-06-11; 부서 마케팅팀; 전체만족도 5; 사용편의성 2; 응답속도 4; 추천의향 3; 수기의견 보고서 자동화 유용,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0116,receipt,data/input_images/receipts/receipt_116_R-0116.jpg,2026-03-02,디지털스캔샵,클라우드서비스,174350,계좌이체,,,,,교육자료 준비,True,False,상호명 디지털스캔샵; 일자 2026-03-02; 합계금액 174350; 수기메모 교육자료 준비,"상호명, 일자, 합계금액, 수기메모"
R-0088,receipt,data/input_images/receipts/receipt_088_R-0088.jpg,2026-05-28,테크문구,교육운영,183150,개인카드,,,,,교육자료 준비,False,False,상호명 테크문구; 일자 2026-05-28; 합계금액 183150; 수기메모 교육자료 준비,"상호명, 일자, 합계금액, 수기메모"
S-0041,survey,data/input_images/surveys/survey_041_S-0041.jpg,2026-03-22,,만족도설문,,,기획팀,5,3,1,메뉴 구성이 좋음,False,False,응답일 2026-03-22; 부서 기획팀; 전체만족도 5; 사용편의성 3; 응답속도 1; 추천의향 4; 수기의견 메뉴 구성이 좋음,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0071,receipt,data/input_images/receipts/receipt_071_R-0071.jpg,2026-06-24,테크문구,클라우드서비스,211200,법인카드,,,,,팀 회의 사용,False,True,상호명 테크문구; 일자 2026-06-24; 합계금액 211200; 수기메모 팀 회의 사용,"상호명, 일자, 합계금액, 수기메모"
R-0022,receipt,data/input_images/receipts/receipt_022_R-0022.jpg,2026-05-18,AI세미나센터,도서자료,161150,계좌이체,,,,,운영비 처리,False,False,상호명 AI세미나센터; 일자 2026-05-18; 합계금액 161150; 수기메모 운영비 처리,"상호명, 일자, 합계금액, 수기메모"
S-0017,survey,data/input_images/surveys/survey_017_S-0017.jpg,2026-03-06,,만족도설문,,,기획팀,3,2,5,차트 설명이 필요함,True,False,응답일 2026-03-06; 부서 기획팀; 전체만족도 3; 사용편의성 2; 응답속도 5; 추천의향 3; 수기의견 차트 설명이 필요함,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0050,receipt,data/input_images/receipts/receipt_050_R-0050.jpg,2026-03-29,데이터랩서점,회의비,189750,개인카드,,,,,대시보드 검토,False,False,상호명 데이터랩서점; 일자 2026-03-29; 합계금액 189750; 수기메모 대시보드 검토,"상호명, 일자, 합계금액, 수기메모"
S-0004,survey,data/input_images/surveys/survey_004_S-0004.jpg,2026-06-07,,만족도설문,,,영업팀,3,5,4,데이터 보정 기능 좋음,False,False,응답일 2026-06-07; 부서 영업팀; 전체만족도 3; 사용편의성 5; 응답속도 4; 추천의향 5; 수기의견 데이터 보정 기능 좋음,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0116,survey,data/input_images/surveys/survey_116_S-0116.jpg,2026-06-16,,만족도설문,,,운영팀,2,4,1,OCR 결과 확인 필요,True,True,응답일 2026-06-16; 부서 운영팀; 전체만족도 2; 사용편의성 4; 응답속도 1; 추천의향 2; 수기의견 OCR 결과 확인 필요,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0042,receipt,data/input_images/receipts/receipt_042_R-0042.jpg,2026-06-13,테크문구,교육운영,168850,법인카드,,,,,교육자료 준비,False,False,상호명 테크문구; 일자 2026-06-13; 합계금액 168850; 수기메모 교육자료 준비,"상호명, 일자, 합계금액, 수기메모"
S-0119,survey,data/input_images/surveys/survey_119_S-0119.jpg,2026-07-09,,만족도설문,,,마케팅팀,2,5,2,대시보드가 보기 쉬움,False,False,응답일 2026-07-09; 부서 마케팅팀; 전체만족도 2; 사용편의성 5; 응답속도 2; 추천의향 3; 수기의견 대시보드가 보기 쉬움,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0091,receipt,data/input_images/receipts/receipt_091_R-0091.jpg,2026-05-17,서울프린트,도서자료,121000,법인카드,,,,,교육자료 준비,False,True,상호명 서울프린트; 일자 2026-05-17; 합계금액 121000; 수기메모 교육자료 준비,"상호명, 일자, 합계금액, 수기메모"
R-0108,receipt,data/input_images/receipts/receipt_108_R-0108.jpg,2026-06-09,디지털스캔샵,클라우드서비스,253000,현금,,,,,실습 준비용,True,False,상호명 디지털스캔샵; 일자 2026-06-09; 합계금액 253000; 수기메모 실습 준비용,"상호명, 일자, 합계금액, 수기메모"
S-0094,survey,data/input_images/surveys/survey_094_S-0094.jpg,2026-07-02,,만족도설문,,,운영팀,4,5,4,대시보드가 보기 쉬움,False,False,응답일 2026-07-02; 부서 운영팀; 전체만족도 4; 사용편의성 5; 응답속도 4; 추천의향 5; 수기의견 대시보드가 보기 쉬움,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0012,survey,data/input_images/surveys/survey_012_S-0012.jpg,2026-05-12,,만족도설문,,,재무팀,2,2,1,이미지 업로드 편리,False,False,응답일 2026-05-12; 부서 재무팀; 전체만족도 2; 사용편의성 2; 응답속도 1; 추천의향 3; 수기의견 이미지 업로드 편리,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0045,receipt,data/input_images/receipts/receipt_045_R-0045.jpg,2026-05-30,모두카페,회의비,229900,개인카드,,,,,교육자료 준비,False,True,상호명 모두카페; 일자 2026-05-30; 합계금액 229900; 수기메모 교육자료 준비,"상호명, 일자, 합계금액, 수기메모"
S-0018,survey,data/input_images/surveys/survey_018_S-0018.jpg,2026-07-07,,만족도설문,,,인사팀,4,5,5,차트 설명이 필요함,False,False,응답일 2026-07-07; 부서 인사팀; 전체만족도 4; 사용편의성 5; 응답속도 5; 추천의향 4; 수기의견 차트 설명이 필요함,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0043,survey,data/input_images/surveys/survey_043_S-0043.jpg,2026-03-20,,만족도설문,,,교육팀,2,4,3,이미지 업로드 편리,True,False,응답일 2026-03-20; 부서 교육팀; 전체만족도 2; 사용편의성 4; 응답속도 3; 추천의향 4; 수기의견 이미지 업로드 편리,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0089,receipt,data/input_images/receipts/receipt_089_R-0089.jpg,2026-03-02,그린오피스,사무용품,228800,법인카드,,,,,실습 준비용,False,False,상호명 그린오피스; 일자 2026-03-02; 합계금액 228800; 수기메모 실습 준비용,"상호명, 일자, 합계금액, 수기메모"
S-0054,survey,data/input_images/surveys/survey_054_S-0054.jpg,2026-04-30,,만족도설문,,,마케팅팀,2,3,2,데이터 보정 기능 좋음,False,False,응답일 2026-04-30; 부서 마케팅팀; 전체만족도 2; 사용편의성 3; 응답속도 2; 추천의향 2; 수기의견 데이터 보정 기능 좋음,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0089,survey,data/input_images/surveys/survey_089_S-0089.jpg,2026-04-02,,만족도설문,,,데이터팀,3,4,2,보고서 자동화 유용,True,False,응답일 2026-04-02; 부서 데이터팀; 전체만족도 3; 사용편의성 4; 응답속도 2; 추천의향 5; 수기의견 보고서 자동화 유용,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0107,survey,data/input_images/surveys/survey_107_S-0107.jpg,2026-07-06,,만족도설문,,,데이터팀,3,4,5,메뉴 구성이 좋음,False,True,응답일 2026-07-06; 부서 데이터팀; 전체만족도 3; 사용편의성 4; 응답속도 5; 추천의향 4; 수기의견 메뉴 구성이 좋음,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0009,survey,data/input_images/surveys/survey_009_S-0009.jpg,2026-03-07,,만족도설문,,,기획팀,5,3,3,입력 절차가 간단함,False,False,응답일 2026-03-07; 부서 기획팀; 전체만족도 5; 사용편의성 3; 응답속도 3; 추천의향 5; 수기의견 입력 절차가 간단함,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0008,survey,data/input_images/surveys/survey_008_S-0008.jpg,2026-04-03,,만족도설문,,,재무팀,3,5,5,입력 절차가 간단함,False,False,응답일 2026-04-03; 부서 재무팀; 전체만족도 3; 사용편의성 5; 응답속도 5; 추천의향 4; 수기의견 입력 절차가 간단함,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0078,survey,data/input_images/surveys/survey_078_S-0078.jpg,2026-04-30,,만족도설문,,,영업팀,4,2,5,이미지 업로드 편리,False,True,응답일 2026-04-30; 부서 영업팀; 전체만족도 4; 사용편의성 2; 응답속도 5; 추천의향 2; 수기의견 이미지 업로드 편리,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0068,receipt,data/input_images/receipts/receipt_068_R-0068.jpg,2026-06-19,그린오피스,클라우드서비스,223300,법인카드,,,,,프로젝트 자료,False,False,상호명 그린오피스; 일자 2026-06-19; 합계금액 223300; 수기메모 프로젝트 자료,"상호명, 일자, 합계금액, 수기메모"
R-0064,receipt,data/input_images/receipts/receipt_064_R-0064.jpg,2026-05-31,서울프린트,클라우드서비스,125950,법인카드,,,,,프로젝트 자료,False,False,상호명 서울프린트; 일자 2026-05-31; 합계금액 125950; 수기메모 프로젝트 자료,"상호명, 일자, 합계금액, 수기메모"
R-0099,receipt,data/input_images/receipts/receipt_099_R-0099.jpg,2026-04-06,스마트오피스,교육운영,77550,계좌이체,,,,,운영비 처리,False,False,상호명 스마트오피스; 일자 2026-04-06; 합계금액 77550; 수기메모 운영비 처리,"상호명, 일자, 합계금액, 수기메모"
R-0094,receipt,data/input_images/receipts/receipt_094_R-0094.jpg,2026-06-12,디지털스캔샵,도서자료,209000,현금,,,,,OCR 테스트용,False,True,상호명 디지털스캔샵; 일자 2026-06-12; 합계금액 209000; 수기메모 OCR 테스트용,"상호명, 일자, 합계금액, 수기메모"
S-0031,survey,data/input_images/surveys/survey_031_S-0031.jpg,2026-03-06,,만족도설문,,,데이터팀,2,4,2,모바일 화면 개선,False,False,응답일 2026-03-06; 부서 데이터팀; 전체만족도 2; 사용편의성 4; 응답속도 2; 추천의향 5; 수기의견 모바일 화면 개선,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0068,survey,data/input_images/surveys/survey_068_S-0068.jpg,2026-03-09,,만족도설문,,,운영팀,5,3,5,메뉴 구성이 좋음,False,False,응답일 2026-03-09; 부서 운영팀; 전체만족도 5; 사용편의성 3; 응답속도 5; 추천의향 2; 수기의견 메뉴 구성이 좋음,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0088,survey,data/input_images/surveys/survey_088_S-0088.jpg,2026-03-14,,만족도설문,,,기획팀,4,2,3,보고서 자동화 유용,True,False,응답일 2026-03-14; 부서 기획팀; 전체만족도 4; 사용편의성 2; 응답속도 3; 추천의향 5; 수기의견 보고서 자동화 유용,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0046,survey,data/input_images/surveys/survey_046_S-0046.jpg,2026-06-29,,만족도설문,,,인사팀,4,5,4,차트 설명이 필요함,False,False,응답일 2026-06-29; 부서 인사팀; 전체만족도 4; 사용편의성 5; 응답속도 4; 추천의향 2; 수기의견 차트 설명이 필요함,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0047,survey,data/input_images/surveys/survey_047_S-0047.jpg,2026-03-10,,만족도설문,,,데이터팀,4,2,1,모바일 화면 개선,False,False,응답일 2026-03-10; 부서 데이터팀; 전체만족도 4; 사용편의성 2; 응답속도 1; 추천의향 2; 수기의견 모바일 화면 개선,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0011,survey,data/input_images/surveys/survey_011_S-0011.jpg,2026-07-01,,만족도설문,,,교육팀,2,4,5,OCR 결과 확인 필요,False,False,응답일 2026-07-01; 부서 교육팀; 전체만족도 2; 사용편의성 4; 응답속도 5; 추천의향 2; 수기의견 OCR 결과 확인 필요,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0105,survey,data/input_images/surveys/survey_105_S-0105.jpg,2026-04-08,,만족도설문,,,영업팀,4,4,4,보고서 자동화 유용,False,False,응답일 2026-04-08; 부서 영업팀; 전체만족도 4; 사용편의성 4; 응답속도 4; 추천의향 4; 수기의견 보고서 자동화 유용,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
S-0007,survey,data/input_images/surveys/survey_007_S-0007.jpg,2026-03-31,,만족도설문,,,인사팀,2,5,5,속도 개선 필요,True,False,응답일 2026-03-31; 부서 인사팀; 전체만족도 2; 사용편의성 5; 응답속도 5; 추천의향 5; 수기의견 속도 개선 필요,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
R-0081,receipt,data/input_images/receipts/receipt_081_R-0081.jpg,2026-07-09,모두카페,회의비,347050,계좌이체,,,,,운영비 처리,True,False,상호명 모두카페; 일자 2026-07-09; 합계금액 347050; 수기메모 운영비 처리,"상호명, 일자, 합계금액, 수기메모"
R-0109,receipt,data/input_images/receipts/receipt_109_R-0109.jpg,2026-03-16,스마트오피스,사무용품,178200,법인카드,,,,,실습 준비용,True,False,상호명 스마트오피스; 일자 2026-03-16; 합계금액 178200; 수기메모 실습 준비용,"상호명, 일자, 합계금액, 수기메모"
R-0103,receipt,data/input_images/receipts/receipt_103_R-0103.jpg,2026-04-29,서울프린트,교육운영,165000,현금,,,,,현장 실습비,False,True,상호명 서울프린트; 일자 2026-04-29; 합계금액 165000; 수기메모 현장 실습비,"상호명, 일자, 합계금액, 수기메모"
R-0073,receipt,data/input_images/receipts/receipt_073_R-0073.jpg,2026-04-10,테크문구,교육운영,61600,개인카드,,,,,프로젝트 자료,False,False,상호명 테크문구; 일자 2026-04-10; 합계금액 61600; 수기메모 프로젝트 자료,"상호명, 일자, 합계금액, 수기메모"
R-0060,receipt,data/input_images/receipts/receipt_060_R-0060.jpg,2026-06-30,테크문구,교육운영,147950,현금,,,,,OCR 테스트용,False,False,상호명 테크문구; 일자 2026-06-30; 합계금액 147950; 수기메모 OCR 테스트용,"상호명, 일자, 합계금액, 수기메모"
S-0113,survey,data/input_images/surveys/survey_113_S-0113.jpg,2026-05-26,,만족도설문,,,재무팀,4,2,2,입력 절차가 간단함,False,True,응답일 2026-05-26; 부서 재무팀; 전체만족도 4; 사용편의성 2; 응답속도 2; 추천의향 4; 수기의견 입력 절차가 간단함,"응답일, 부서, 전체만족도, 사용편의성, 응답속도, 수기의견"
